NODE_L,NODE_R,MATCH_SCORE
F4A2C28027A589D3D7C89CB2BC82517A,FE00C707BD541F67F032FB9D4279A2D8,8
F4A2C28027A589D3D7C89CB2BC82517A,FE103CED86A5E495E216D751BFE5577F,8
F4A2C28027A589D3D7C89CB2BC82517A,FEDD4DDD12AE2598213BC572363F9E01,9
F4A2C28027A589D3D7C89CB2BC82517A,FF4A419069C41E8DC52938C3A4148521,9
F4A2C28027A589D3D7C89CB2BC82517A,FF57CE17AFBCD0B4FD54544D94B98B2E,8
F4A2C28027A589D3D7C89CB2BC82517A,FFD3F3356ED2C66964CBD63DCE97297B,9
F4A3370CDB7B67085E0A673567A1E4EF,F4BC7AB940AA1AAEAD1FE2E6880FA053,6
F4A3370CDB7B67085E0A673567A1E4EF,F51649D8EBF3EA254DEBA77EEA0069C8,8
F4A3370CDB7B67085E0A673567A1E4EF,F55442E682A5CED9FEDCF64C230FB34F,8
F4A3370CDB7B67085E0A673567A1E4EF,F5736A7F1CC5B14A436FB1BBF1669518,8
F4A3370CDB7B67085E0A673567A1E4EF,F577822165CE6D2F292B759628CD7511,8
F4A3370CDB7B67085E0A673567A1E4EF,F5C59A1816AC238A27B65E3F05BA2F32,6
F4A3370CDB7B67085E0A673567A1E4EF,F7279CF6594A72046E58118024294F38,6
F4A3370CDB7B67085E0A673567A1E4EF,F7B195293A8B51FB29F0C2198B8AA759,8
F4A3370CDB7B67085E0A673567A1E4EF,F7B791455223DF04D98DDE4EB64A79B0,6
F4A3370CDB7B67085E0A673567A1E4EF,F7CE635E64C8DA4B1A1E8D27A9145B36,8
F4A3370CDB7B67085E0A673567A1E4EF,F7ED89657585CA755D6AE69C48A5EA7C,6
F4A3370CDB7B67085E0A673567A1E4EF,F7F2311CC22DB88B773D9B69B56323F9,8
F4A3370CDB7B67085E0A673567A1E4EF,F810E9EB26B1977290399A58CEAE4B9B,8
F4A3370CDB7B67085E0A673567A1E4EF,F85DA7D6A7411B18A85A7092CEFE1D6E,6
F4A3370CDB7B67085E0A673567A1E4EF,F86C5882BE75D76817BABC0A9E924E98,6
F4A3370CDB7B67085E0A673567A1E4EF,F87E05F684A185780BA45505BFE8CDE8,6
F4A3370CDB7B67085E0A673567A1E4EF,F893D4EC17032F349A5EA8B45E26F532,8
F4A3370CDB7B67085E0A673567A1E4EF,F8ADCF11034A20E499956B18E1AB0837,8
F4A3370CDB7B67085E0A673567A1E4EF,F8F020E6A6DEA86EE4B37807D955B712,6
F4A3370CDB7B67085E0A673567A1E4EF,F8F66D31C816B89CC33105F03388D068,8
F4A3370CDB7B67085E0A673567A1E4EF,F92DC2EAB62E85C063DED160F3E5082F,6
F4A3370CDB7B67085E0A673567A1E4EF,FA3AE103E66288B4383243CD37D96472,6
F4A3370CDB7B67085E0A673567A1E4EF,FA6E9028A877285F60249BC53E557275,6
F4A3370CDB7B67085E0A673567A1E4EF,FBD27BA50291BDAC97172BABA48B07AD,6
F4A3370CDB7B67085E0A673567A1E4EF,FC50525094DC498F41C746BF10118DE1,8
F4A3370CDB7B67085E0A673567A1E4EF,FCBDCD5533DD35757F59A8D1DF3E7C93,8
F4A3370CDB7B67085E0A673567A1E4EF,FD276F4C1162A87F43EE4ED1FDF63C20,8
F4A3370CDB7B67085E0A673567A1E4EF,FD33DA1F15FF00014413C427EEC8BE7E,6
F4A3370CDB7B67085E0A673567A1E4EF,FD4F85677CB358C05BA26641E4169C57,6
F4A3370CDB7B67085E0A673567A1E4EF,FD5D5AC15ABEF6D38905378E46C436A8,6
F4A3370CDB7B67085E0A673567A1E4EF,FD63A282C81094E203428C316AF60D99,8
F4A3370CDB7B67085E0A673567A1E4EF,FD66857CF30D53FB40241117CB9A7824,6
F4A3370CDB7B67085E0A673567A1E4EF,FE3BCC7CB94C7B4766D753D45D487FFB,6
F4A3370CDB7B67085E0A673567A1E4EF,FEC6CBA40D12CE814BA7AA07D3B4280C,8
F4A3370CDB7B67085E0A673567A1E4EF,FECAA9EBA6F21A4E62163883DCB73313,8
F4A3370CDB7B67085E0A673567A1E4EF,FED8ED3AAD0D89FE428D732BFA327932,6
F4A3370CDB7B67085E0A673567A1E4EF,FED9B90211F20302D1624E2F4290FD82,8
F4A3370CDB7B67085E0A673567A1E4EF,FF099B8E2D9E24B5881E9D55D17F176E,8
F4A3370CDB7B67085E0A673567A1E4EF,FF2C6386F6F28685C17E1FFFE9D13F17,8
F4A3370CDB7B67085E0A673567A1E4EF,FFE0E031A81A3E91AA3AA0FD4F7306D3,8
F4A3C01843507744968C683AFDCCEC1A,F4C8F5961B0A6FDF9817D1F66FC8E1C6,6
F4A3C01843507744968C683AFDCCEC1A,F4CC0C6034F047AD548D9FAE9C2D3ACF,6
F4A3C01843507744968C683AFDCCEC1A,F51AFE58858DF8592EB19606DE8D53BF,9
F4A3C01843507744968C683AFDCCEC1A,F51BFEA9CA58ED643CD1526BA69A2D84,9
F4A3C01843507744968C683AFDCCEC1A,F552A71D6BE4F7F635C7AAE6ABE92EC0,9
F4A3C01843507744968C683AFDCCEC1A,F55C1964FFD97BDA27C194E83C48091B,9
F4A3C01843507744968C683AFDCCEC1A,F560CFC627580B401BA034F0BA82ABE0,6
F4A3C01843507744968C683AFDCCEC1A,F56C656F7A04D149C37BB24F49EE3096,9
F4A3C01843507744968C683AFDCCEC1A,F5817F7FA2F83BA61BC333D9A9D3C575,9
F4A3C01843507744968C683AFDCCEC1A,F59F38B1E6B42B764D70B756503B53D7,9
F4A3C01843507744968C683AFDCCEC1A,F5AE6CBE256FFE72B59442933589A5F9,9
F4A3C01843507744968C683AFDCCEC1A,F5F21FD7EFFB047DDFCE81CF85A2A453,6
F4A3C01843507744968C683AFDCCEC1A,F5F292114B6935D8559786EC18002E60,6
F4A3C01843507744968C683AFDCCEC1A,F5F2E00F634A4CA9A07EDDE2F63E9712,9
F4A3C01843507744968C683AFDCCEC1A,F605A518AA7B61F371A412CEAF4A07D9,6
F4A3C01843507744968C683AFDCCEC1A,F6267C4F6F69F05656614AA592E4FA16,9
F4A3C01843507744968C683AFDCCEC1A,F63463A17E2DE4CD4B302BC6A486A516,9
F4A3C01843507744968C683AFDCCEC1A,F6696157914E7EE95B7CB83E1497DF7A,6
F4A3C01843507744968C683AFDCCEC1A,F670FED76C64D088E69589239AD1D7BD,6
F4A3C01843507744968C683AFDCCEC1A,F67B95414B26A9BCE5F83A1EC543D700,9
F4A3C01843507744968C683AFDCCEC1A,F67ED6AD6A8581469E3E8E9537CEC333,9
F4A3C01843507744968C683AFDCCEC1A,F68D2ECD88CB6E9C743969E1A03BFA0E,6
F4A3C01843507744968C683AFDCCEC1A,F69488E0C64210E6E95947B260943FC6,9
F4A3C01843507744968C683AFDCCEC1A,F726D3010FC5BDB48B9731640E2116EC,9
F4A3C01843507744968C683AFDCCEC1A,F732E54A3C7E6BA7186BEDF38C97F8BC,9
F4A3C01843507744968C683AFDCCEC1A,F74AE70E99F98D502BE368F5D877F9E6,6
F4A3C01843507744968C683AFDCCEC1A,F767FF220CB47B26EA70538F89DA9C7A,9
F4A3C01843507744968C683AFDCCEC1A,F780339C11258353907FDA290A851A47,6
F4A3C01843507744968C683AFDCCEC1A,F789155473AF0B2BBF33E26B6143CCB6,6
F4A3C01843507744968C683AFDCCEC1A,F79500A39BACE3826018985BA8EB6D5E,9
F4A3C01843507744968C683AFDCCEC1A,F7A02AFFDAE9FE8FA99D2BF470323AF9,9
F4A3C01843507744968C683AFDCCEC1A,F7B633BFCDFEDB1F399191E99983F9FD,9
F4A3C01843507744968C683AFDCCEC1A,F7C9730EA52A1C9D88D2A8F61966ACAA,6
F4A3C01843507744968C683AFDCCEC1A,F7D9D3ADBE34383D0F19C435B2CDD5DA,9
F4A3C01843507744968C683AFDCCEC1A,F7E6456FD53E86517340C9AE01567D24,9
F4A3C01843507744968C683AFDCCEC1A,F7EC870EED9EE208D1FA1CA7DB853F1F,6
F4A3C01843507744968C683AFDCCEC1A,F8054509112485311630C086EA3D9D70,6
F4A3C01843507744968C683AFDCCEC1A,F81DD3A466FB3A5FA03E930295F4D743,9
F4A3C01843507744968C683AFDCCEC1A,F82303043B17C0251AC73200118AD659,6
F4A3C01843507744968C683AFDCCEC1A,F82413EEE8CE2A559B385CDD3C88832F,9
F4A3C01843507744968C683AFDCCEC1A,F833687892715E3B043025C03037ECED,9
F4A3C01843507744968C683AFDCCEC1A,F84EF98539BC1487707901F5E362C6F2,9
F4A3C01843507744968C683AFDCCEC1A,F854772076F979178863AC3A305B109B,6
F4A3C01843507744968C683AFDCCEC1A,F86B6C1F236FA1CFB87AD66BA1796BE3,6
F4A3C01843507744968C683AFDCCEC1A,F874A7C7B982017C7881B07571469E9D,9
F4A3C01843507744968C683AFDCCEC1A,F876855B3F162CD53B989DCA2264C2CF,9
F4A3C01843507744968C683AFDCCEC1A,F87D07C00A5A19533920D2DDA6B1AF81,9
F4A3C01843507744968C683AFDCCEC1A,F8A486CBC7C47D094DC21B58C8833526,9
F4A3C01843507744968C683AFDCCEC1A,F8B6C051C1BFAD8D706A5A7E18C94C8C,9
F4A3C01843507744968C683AFDCCEC1A,F8E11B7E0498DF61849E17ABBDE06855,6
F4A3C01843507744968C683AFDCCEC1A,F8F5A20964CA51AD92DB513FEF8B23E7,6
F4A3C01843507744968C683AFDCCEC1A,F9095DCAC7B304B0FE1615E1F4CF4A92,6
F4A3C01843507744968C683AFDCCEC1A,F90BE7DBF513FE3C53267DDD0C731784,9
F4A3C01843507744968C683AFDCCEC1A,F91B31FE2923D5DEDD3209BBA39430D9,6
F4A3C01843507744968C683AFDCCEC1A,F9206D8F3652F890EE3F07F9605F79A3,9
F4A3C01843507744968C683AFDCCEC1A,F9319044D97A69619514CB98CDC14A14,9
F4A3C01843507744968C683AFDCCEC1A,F935AD46268705CD52BE85B6A448EB4E,9
F4A3C01843507744968C683AFDCCEC1A,F9432B3D03E08E6833C4BDDCCB76F53F,9
F4A3C01843507744968C683AFDCCEC1A,F95E718D1DE9E674ACC6BD551884C632,9
F4A3C01843507744968C683AFDCCEC1A,F95FB5679B057F099EBA7A0E324D4C42,6
F4A3C01843507744968C683AFDCCEC1A,F9623351586F2B972168BAF2853E3AB6,9
F4A3C01843507744968C683AFDCCEC1A,F96C0906E6B9AE354B69440C34A4D47C,6
F4A3C01843507744968C683AFDCCEC1A,F96E763F7B36342E1104659C96B6691D,9
F4A3C01843507744968C683AFDCCEC1A,F971C5A7E8055F2E6211ACBC4B22B21B,6
F4A3C01843507744968C683AFDCCEC1A,F979DB9C9CBEE531A091F4153C16FF4B,6
F4A3C01843507744968C683AFDCCEC1A,F9905B6C03729DE48C40399965B40FC6,9
F4A3C01843507744968C683AFDCCEC1A,F992A01A3723D832751EB8C69C0C3552,9
F4A3C01843507744968C683AFDCCEC1A,F997EC0CAB92ECFB09389B06329C28F0,9
F4A3C01843507744968C683AFDCCEC1A,F998F99DB2EDEC1AE7AE34D9CCBC951B,9
F4A3C01843507744968C683AFDCCEC1A,F9AA41C087930D030E792B76498C26E2,6
F4A3C01843507744968C683AFDCCEC1A,F9AA42F415E7A5854EDA637004A46A2A,9
F4A3C01843507744968C683AFDCCEC1A,F9AF508783624E958FAE3C79CFF2161E,9
F4A3C01843507744968C683AFDCCEC1A,F9BB464EE4A1E5742B0508E7CF4CFF29,9
F4A3C01843507744968C683AFDCCEC1A,F9E726822A9B82AD8EFAC830EF9373A6,6
F4A3C01843507744968C683AFDCCEC1A,F9F267E5C4E44DC2CF751DF911533749,9
F4A3C01843507744968C683AFDCCEC1A,F9F765217D2FD85CA9B12206B5178AB3,6
F4A3C01843507744968C683AFDCCEC1A,F9FDD8F0A114295FAAD4B1788D0582C6,6
F4A3C01843507744968C683AFDCCEC1A,FA08DB42ECB06F3262A6072DE5E50EC0,9
F4A3C01843507744968C683AFDCCEC1A,FA1CFFC18071F4775F33B651CA7739F5,6
F4A3C01843507744968C683AFDCCEC1A,FA31C89BDC863CF5C6FC05B3C4C34B0D,6
F4A3C01843507744968C683AFDCCEC1A,FA328AB7F23BA40C000C711C9297CC09,9
F4A3C01843507744968C683AFDCCEC1A,FA346740188FA74532B3044078E8BFB6,9
F4A3C01843507744968C683AFDCCEC1A,FA584D72C22169C63BE0F4CAB2E36F7B,9
F4A3C01843507744968C683AFDCCEC1A,FA8560638B112850647930DD80D175B9,9
F4A3C01843507744968C683AFDCCEC1A,FAA4904CC1709420830C6E27EA7782A6,9
F4A3C01843507744968C683AFDCCEC1A,FAC8DD805EAEADE90353956333BE3E30,9
F4A3C01843507744968C683AFDCCEC1A,FACD76BCB6515B2D980AD8D35DC10372,9
F4A3C01843507744968C683AFDCCEC1A,FAE26F7F85CB2DB5284C4CED288C2ABF,6
F4A3C01843507744968C683AFDCCEC1A,FAE425999059FF15604B04CEA8E00DFD,6
F4A3C01843507744968C683AFDCCEC1A,FB011C7AD94EAB10647B8DAEA6A0DB89,9
F4A3C01843507744968C683AFDCCEC1A,FB0178688A55F0AA9267485C19F78C9F,6
F4A3C01843507744968C683AFDCCEC1A,FB1F3A62A325E52ADA3BE640935B18B7,6
F4A3C01843507744968C683AFDCCEC1A,FB437053CDD6C3739FB3D8CDF83C5F6C,9
F4A3C01843507744968C683AFDCCEC1A,FB479EF88C957929C9F0B0FD5BBC894A,9
F4A3C01843507744968C683AFDCCEC1A,FB69F31D9879A8BD6BFFFF51C86E6B5E,9
F4A3C01843507744968C683AFDCCEC1A,FB7258307960256AF5A6CCBE36A828FB,9
F4A3C01843507744968C683AFDCCEC1A,FB7DCF50A02A383ACDAC0592FE98DE52,6
F4A3C01843507744968C683AFDCCEC1A,FB93D2DAD532A401A91C167F212AD9E2,6
F4A3C01843507744968C683AFDCCEC1A,FB960CD8DEA39022DC2C30117BFFFAF1,9
F4A3C01843507744968C683AFDCCEC1A,FB9923758954F2E2245261A5DDFE4E66,9
F4A3C01843507744968C683AFDCCEC1A,FB99BF59BD2EE896409A4ED47D815E7B,9
F4A3C01843507744968C683AFDCCEC1A,FBB172559019DD64C803277881EE0610,6
F4A3C01843507744968C683AFDCCEC1A,FBC17EFA4FE0996E20E94F91DA269946,6
F4A3C01843507744968C683AFDCCEC1A,FBC54033BC759F74232FD39EB2C5A22B,9
F4A3C01843507744968C683AFDCCEC1A,FBC695B0D04EF502AF40F9FA583855BB,9
F4A3C01843507744968C683AFDCCEC1A,FBD5DE2513B95F64B9187BBA1140C582,9
F4A3C01843507744968C683AFDCCEC1A,FBD9BB89255E1EB0032A23C847D31C4B,9
F4A3C01843507744968C683AFDCCEC1A,FBF95838C29646FB9B549FEEE5F6D689,9
F4A3C01843507744968C683AFDCCEC1A,FC063F2A33C1CD56652F14EEB236B073,9
F4A3C01843507744968C683AFDCCEC1A,FC2888228D87D468491506ACFE34C43E,9
F4A3C01843507744968C683AFDCCEC1A,FC47A513E73DA90C8A24D84BB5D3F208,6
F4A3C01843507744968C683AFDCCEC1A,FC6D3426E592E123ED98EE75C0E275E3,9
F4A3C01843507744968C683AFDCCEC1A,FC7385F84759FC7F7B456CDF84DAEAD2,9
F4A3C01843507744968C683AFDCCEC1A,FC7BB82DB567C251C8D38E2DAF458465,6
F4A3C01843507744968C683AFDCCEC1A,FC9D9A3FAA6DF8977A4D24214D4EC65A,9
F4A3C01843507744968C683AFDCCEC1A,FCA0471603DE98539F5F276F128DD8BC,6
F4A3C01843507744968C683AFDCCEC1A,FCB597D3CA044D739926F9BC9ABF8D24,9
F4A3C01843507744968C683AFDCCEC1A,FCB9015FE55EE7B79470E70884E19EA1,6
F4A3C01843507744968C683AFDCCEC1A,FCB9D22AEE8CB72641DF413933D92450,9
F4A3C01843507744968C683AFDCCEC1A,FCBB90FE8D3284EC67A3F5EABF7CFE11,9
F4A3C01843507744968C683AFDCCEC1A,FCC63AF4C883392D9892A18A43FFC57A,9
F4A3C01843507744968C683AFDCCEC1A,FCE6A3B53161D023E06148E6C2CDB80C,6
F4A3C01843507744968C683AFDCCEC1A,FCF3CCEED40697E49BC833529C835407,6
F4A3C01843507744968C683AFDCCEC1A,FCFA299045FD901EFA74880B8B2CCF40,6
F4A3C01843507744968C683AFDCCEC1A,FCFEE730AF95949FA91137E42D8F72BE,9
F4A3C01843507744968C683AFDCCEC1A,FD1E6AD8F9A4BEC14962F08575390A48,6
F4A3C01843507744968C683AFDCCEC1A,FD303882251E208812A37BDCB4E8BFFF,9
F4A3C01843507744968C683AFDCCEC1A,FD49EC34E499873E59038CF465C00FBA,9
F4A3C01843507744968C683AFDCCEC1A,FD4C895A40E8ECE55B26CFEAC9964AFE,6
F4A3C01843507744968C683AFDCCEC1A,FD5DCB9334389190E2AC586B82358438,9
F4A3C01843507744968C683AFDCCEC1A,FD607A7C70B6F76B9B50A669E7C64711,9
F4A3C01843507744968C683AFDCCEC1A,FD63AF3A728EFEB357A4CEFC467C14C9,9
F4A3C01843507744968C683AFDCCEC1A,FD7D2298E934D2681D05FC808E82DAC8,6
F4A3C01843507744968C683AFDCCEC1A,FD95578825C5E21BA80E2AACB2D11F00,6
F4A3C01843507744968C683AFDCCEC1A,FD9812CCE274B3394039D9175318C53E,6
F4A3C01843507744968C683AFDCCEC1A,FD9DC151A29CF8B21F31306C0B9B3466,9
F4A3C01843507744968C683AFDCCEC1A,FDAF7F3E982E40057551CC69A6D3CF89,6
F4A3C01843507744968C683AFDCCEC1A,FDBDC27CEDF411E54143A418420F32A5,6
F4A3C01843507744968C683AFDCCEC1A,FDF9A534F22173C886E716DAF4053DEC,9
F4A3C01843507744968C683AFDCCEC1A,FE02940AE47063EC9BF71E7244411030,9
F4A3C01843507744968C683AFDCCEC1A,FE10DBF17E2B78CF3AF4F117108E6662,9
F4A3C01843507744968C683AFDCCEC1A,FE17C5752F6A6685409E9026FA4022F6,9
F4A3C01843507744968C683AFDCCEC1A,FE3339B864DDDF453BA2B94E53954A92,6
F4A3C01843507744968C683AFDCCEC1A,FE5E59C212307926B64C78B469323239,9
F4A3C01843507744968C683AFDCCEC1A,FE61EE408321F05879D37FBA6D856BB1,9
F4A3C01843507744968C683AFDCCEC1A,FE733633EB083596E99850C1B4575AAB,6
F4A3C01843507744968C683AFDCCEC1A,FE8046A972B9698D6266D268375AD47D,9
F4A3C01843507744968C683AFDCCEC1A,FE85E09D69D05C50D8BC318B4054065B,9
F4A3C01843507744968C683AFDCCEC1A,FEA82D39352EBA4136CF1F7346ACF7B5,9
F4A3C01843507744968C683AFDCCEC1A,FECAA81B1D36110B017A9EB036BE04EB,6
F4A3C01843507744968C683AFDCCEC1A,FEE7B4C3EA7E223866CCD8081918F75E,9
F4A3C01843507744968C683AFDCCEC1A,FEEEAFC14521BF7F0E48CBD72CE38A73,6
F4A3C01843507744968C683AFDCCEC1A,FEEF8765EA2565E71AD0885B9D2803D8,6
F4A3C01843507744968C683AFDCCEC1A,FEF97AEF872EE89547B722782342E245,9
F4A3C01843507744968C683AFDCCEC1A,FF15A2FB57B98C47027B08EA826D08DE,9
F4A3C01843507744968C683AFDCCEC1A,FF1F6D815D61B2087C0E1E8E37D9C5AD,6
F4A3C01843507744968C683AFDCCEC1A,FF244A85CE1F1E5284F4C859E4F73CB2,9
F4A3C01843507744968C683AFDCCEC1A,FF279335EBA62202AF9EC94D9BE4D773,9
F4A3C01843507744968C683AFDCCEC1A,FF40B6122B4D5E2FDA4145A3BCC36C55,9
F4A3C01843507744968C683AFDCCEC1A,FF5EFA43786F0EDFF142424ACD3737F9,9
F4A3C01843507744968C683AFDCCEC1A,FF6E69CFB6DD531F13CA80FB6CBB5EA2,9
F4A3C01843507744968C683AFDCCEC1A,FF7453A18048BAE5ED24FF32364A5559,6
F4A3C01843507744968C683AFDCCEC1A,FF7FE9BA37675CB928A15E57151132E9,6
F4A3C01843507744968C683AFDCCEC1A,FFA7C51750F68F2BA8A12B8976BC7C6D,9
F4A3C01843507744968C683AFDCCEC1A,FFB41F222BB69C6077C8D160EA75A986,6
F4A3C01843507744968C683AFDCCEC1A,FFBB3F2FFA79B95332EAE02932CED9D9,9
F4A3C01843507744968C683AFDCCEC1A,FFC1945D4910F58A627C7555B3522C1D,6
F4A3C01843507744968C683AFDCCEC1A,FFCAA7523801DDAA98C5586A3EE79A34,6
F4A3C01843507744968C683AFDCCEC1A,FFCC68390B02FF83F6B68CB8458AAD9C,9
F4A3C01843507744968C683AFDCCEC1A,FFE3A81DF6FCD22141D4CCD2E2FA3FCF,6
F4A3C01843507744968C683AFDCCEC1A,FFF56B980F2CD6E3F05ACC7B5DAE8E4B,9
F4A3E3311B6F645155E2E5D4D8461A51,F526838F9E38F4FB1A69A0621DC3969F,8
F4A3E3311B6F645155E2E5D4D8461A51,F52BDE1616FD7E2361D5986A608E8BD7,9
F4A3E3311B6F645155E2E5D4D8461A51,F66466F7F7398518A55708D9616DDB2A,8
F4A3E3311B6F645155E2E5D4D8461A51,F6C288EB5CB73FBC8E8B8D6A3EF63DA4,8
F4A3E3311B6F645155E2E5D4D8461A51,F73711E306C6BAD617F24854A935B9D8,8
F4A3E3311B6F645155E2E5D4D8461A51,F75C6DEE519BAE26150100C3AEEA8E14,8
F4A3E3311B6F645155E2E5D4D8461A51,F7917D1A9801497883CEF866D6B34F3E,8
F4A3E3311B6F645155E2E5D4D8461A51,F7C990DA98B45C509660B4356FD97B37,9
F4A3E3311B6F645155E2E5D4D8461A51,F8148438695BA7553AFB1092603EE120,9
F4A3E3311B6F645155E2E5D4D8461A51,F81DCD706CFDE44508A95A143E3D1ACD,8
F4A3E3311B6F645155E2E5D4D8461A51,F83D8B5943F32F5606FFE9AA65F08A76,8
F4A3E3311B6F645155E2E5D4D8461A51,F85D874AD4F54FEB72B75223E20B2842,9
F4A3E3311B6F645155E2E5D4D8461A51,F87A23FCE55D775452F916A61936BA1C,9
F4A3E3311B6F645155E2E5D4D8461A51,F9532C81DCFEF09A7C5AA4B2696E616C,8
F4A3E3311B6F645155E2E5D4D8461A51,F9B6A879A2DE17409197530BFB37CCE6,9
